1929,היברו פאבלישינג קא,ניו יארק,געשיכטע פון גאנץ אמעריקע,"קראנץ, פיליפ"
1920,פרייע ארבעטער שטימע,ניו יארק,געשיכטע פון סאציאליזם.,"קראנץ, פיליפ"
1903,אינט. ביבליאטעק פאבלישינג קא,ניו יארק,די געשיכטע פון דער גרויסער פראנצויזישער רעוואלוציאן.,"קראנץ, פיליפ"
1933,STAR HEBREW BOOK CO,ניו יארק,דיא קולטורגעשיכטע. דער מענטש און זיין ארבייט.,"קראנץ, פיליפ"
1933,STAR HEBREW BOOK CO,ניו יארק,דיא קולטורגעשיכטע. דער מענטש און זיין ארבייט.,"קראנץ, פיליפ"
1900,א. מ. יעוואלענקא,ניו יארק,דיא קולטורגעשיכטע. דער מענטש און זיין ארבעט,"קראנץ, פיליפ"
1918,פארווערטס,ניו יארק,הימל און ערד. אסטראנאמיע פארן פאלק.,"קראנץ, פיליפ"
1904,צוקונפט פרעס פעדעריישן,ניו יארק,דיא צוקונפט. 1904. VOL 3,"קראנץ, פיליפ (רעד)"
1906,,לאנדאן,ברויט און פרייהייט.,"קראפאטקין, פ"
1904,גרופע פרייהייט,לאנדאן,קראפאטקין'ס לעבענבאשרייבונג.,"קראפאטקין, פ"
1913,ק. ליטעראטור געזעלשאפט,ניו יארק,געגנזייטיגע הילף. ביי חיות און מענטשן.,"קראפאטקין, פעטער"
19,,,געזאמלטע שריפטן,"קראפאטקין, פעטער"
1912,פרייע ארבעטער שטימע,ניו יארק,די גרויסע פראנצויזישע רעוואלוציאן.,"קראפאטקין, פעטער"
1912,פרייע ארבעטער שטימע,ניו יארק,די גרויסע פראנצויזישע רעוואלוציאן.,"קראפאטקין, פעטער"
1912,פרייע ארבעטער שטימע,ניו יארק,די גרויסע פראנצויזישע רעוואלוציע,"קראפאטקין, פעטער"
1912,פרייע ארבעטער שטימע,ניו יארק,די גרויסע פראנצויזישע רעוואלוציע,"קראפאטקין, פעטער"
1924,קראפאטקין ליט. געזעלשאפט,ניו יארק,די עטיק.,"קראפאטקין, פעטער"
1913,ארבייטער פריינד,לאנדאן,מאדערנע וויסנשאפט און אנארכיע.,"קראפאטקין, פעטער"
1912,פ. ק. יוביליי קאמיטעט,ניו יארק,מעמוארן פון א רעוואלוציאנער,"קראפאטקין, פעטער"
1915,קראפאטקין ליטעראטור געזעלשאפט,ניו יארק,מעמוארן פון א רעוואלוציאנער.,"קראפאטקין, פעטער"
1916,פ. ק. ליטעראטור געזעלשאפט,ניו יארק,מעמוארן פון א רעוואלוציאנער.,"קראפאטקין, פעטער"
1914,ק. ליטעראטור געזעלשאפט,ניו יארק,"פעלדער, פאבריקן און ווערקשעפער.","קראפאטקין, פעטער"
1906,ארבייטער פריינד,לאנדאן,ווערטער פון א רעוואלוציאנער.,"קראפאטקלין, פעטער"
1969,חיפהער אפטיילונג פון יידישע ליטעראטורן אין ישראל,תל אביב,דורות.,"קראשניץ, מאטעלע"
1969,חיפה פארלאג,חיפה,דורות,"קראשניץ, מרדכי"
1965,פארלאג חיפה,חיפה,נאטור און מענטש,"קראשניץ, מרדכי"
1973,הוצאת המחבכר,תל אביב,אויפבלי אין פארגיי. לידער און פראזע,"קרביץ, ישראל"
1925,גרופע אייגענע,ניו יארק,אינדערלייטערונג,"קרול, חיים"
1961,ייווא,ניו יארק,טאגבוך פון ווילנער געטא.,"קרוק, הערמאן"
1950,מחלקת החלוץ ביי דער ועד הפועל פון דער היסתדרות,ישראל,"אומאפהענגיקייט, טעראר, פרייהייט","קרוק, יוסף, דר"
1934,,ניו יארק,איצט,"קריוויצקי, ד"
1948,בידערמאן,ניו יארק,מיט זיך אליין,"קריוויצקי, דוד"
1946,חורבן שלישי,ניו יארק,דאס טעגלעכע ברויט,"קריזאווסקי, אהרן יעקב"
1953,פאלאג מיטנקאפ דורך חורבן בית יידיש קודש,ניו יארק,סאנעטן,"קריזאווסקי, אהרן יעקב"
1950,נאראד פרעס,לאנדאן,יחוס.,"קרייטמאן, אסתר"
1948,,בוענאס איירעס,די מוטער רחל,"קרימער, גאלדע"
1948,,בוענאס איירעס,די מוטער רחל,"קרימער, גאלדע"
1904,,ווארשע,פרעמד ווערטערבוך,"קרינסקי, מ"
1920,די היים,ניו יארק,קונסט. די פילאסאפיע פון קונסט,"קריסטיאנסען, בראדער"
1920,די היים,ניו יארק,קונסט. די פילאסאפיע פון קונסט,"קריסטיאנסען, בראדער"
1953,,מאנטרעאל,גוט מארגן דיר וועלט,"קרישטאלקע, אהרן"
,די יידישע שטימע,לאנדאן,"דער רמב""ם","קרעדיטאר, ל. ש."
1928,מתנות,ניו יארק,טויבן. דערציילונג.,"קרעפליאק, יעקב"
1935,מתנות,ניו יארק,יונגווארג,"קרעפליאק, יעקב"
1947,י. ק. בוך קאמיטעט,ניו יארק,מעשיות פאר יונגווארג.,"קרעפליאק, יעקב"
1928,צענטער פארלאג,ניו יארק,פון קאזארמע און מלחמה,"קרעפליאק, יעקב"
1939,קינדער רינג,ניו יארק,שווארץ און ווייס,"קרעפליאק, יעקב"
1953,איקוף,ניו יארק,א דארף פון קינדער,"ראבאי, א"
1929,ב. קלעצקין פארלאג,ווילנע,איז געקומאן א ייד אין אמעריקע,"ראבאי, א"
,,,אין דער ווייטער וועסט,"ראבאי, א"
1918,אמעריקא,ניו יארק,די ווייטע וועסט,"ראבאי, א"
1942,איקוף,ניו יארק,דער יידישער קאובאי,"ראבאי, א"
1945,איקוף,ניו יארק,מיין לעבן,"ראבאי, א"
1945,איקוף,ניו יארק,מיין לעבן,"ראבאי, א"
1918,אמעריקא,ניו יארק,ניי ענגלאנד. ראמאן,"ראבאי, א"
1936,אינט. ארבעטער ארדן,ניו יארק,ניין ברידער. א ראמאן,"ראבאי, א"
1986,י. ל. מגנס,ירושלים,די גאס,"ראבאן, ישראל"
1958,ש. מענדעלסאן פאנד,מעקסיקא,די אימפעריע יידיש,"ראבאק, א. א."
1978,סאוועטסקי פיסאטעל,מאסקווע,אין פארשיידענע יארן.,"ראבין, יויסעף"
1969,סאוועטסקי פיסאטעל,מאסקווע,באם ניעמאן,"ראבין, יויסעף"
1956,מתנות,ניו יארק,דער ליבער יום טוב.,"ראבינאוויטש, זינא"
,יהודיה פארלאג,ווארשע,זאאלאגיע. דער מענטש,"ראגאדין, א. ג. אא (רעד)"
1928,וועקער,ניו יארק,די געשיכטע פון די פאראייניגטע שטאטען,"ראגאף, הלל"
1928,וועקער,ניו יארק,די געשיכטע פון די פאראייניגטע שטאטען,"ראגאף, הלל"
1928,וועקער,ניו יארק,די געשיכטע פון די פאראייניגטע שטאטען,"ראגאף, הלל"
1928,וועקער,ניו יארק,די געשיכטע פון די פאראייניגטע שטאטען,"ראגאף, הלל"
1954,פארווערטס,ניו יארק,דער גייסט פון פארווערטס,"ראגאף, הלל"
1918,פארווערטס,ניו יארק,ווי אזוי אמעריקא ווארט רעגירט.,"ראגאף, הלל"
1930,מ. ל. מעמאריאל פאנד איק.,ניו יארק,מאיר לאנדאן.,"ראגאף, הלל"
1951,א קאמיטעט פון שרייבער,מאנטרעאל,אוישוויץ. לידער.,"ראגעל, יוסף"
1955,,ניו יארק,קונסט און קינסטלער.,"ראדאק, יעקב"
1950,נאוואק פארלאג,ניו יארק,ליד אין אומרו,"ראדאשיצקי, י. ה."
1954,אייגענע,ניו יארק,כתבים פון חיים קרול,"ראדאשיצקי, י. ה. (רעד)"
1957,יונג יידיש,ניו יארק,ווען בלעטער פאלן,"ראדושיצקי, י. ה."
1973,י. ל. פרץ,תל אביב,א מאדנע מיידל פון ברוקלין,"ראדין, דוד"
1940,מתנות,ניו יארק,די דריי בארימער,"ראדין, דוד"
,חיפה,חיפה,די שמעטערלינג,"ראדין, דוד"
1970,י. ל. פרץ,תל אביב,"יונג און יינגער. לידער, מעשהלעך און גראמען","ראדין, דוד"
1963,דער קוואל,ניו יארק,ירושלים אין שאטן פון שווערד,"ראובני, א"
1947,שרון פארלאג,ניו יארק,אידן אין ארץ-ישראל.,"ראוואוצקי, אברהם"
1962,יידישער קולטור-קאנגערס,בוענאס איירעס,שריפטן,"ראווידאוויטש, שמעון"
1946,,בוענאס איירעס,67 פאעמעס.,"ראוויטש, מלך"
1949,דוד לערמאן,בוענאס איירעס,איינעמס יידישע מחשבות אין צוואציקסטן יארהונדערט,"ראוויטש, מלך"
1929,ב. קלעצקין,ווילנע,בלוט אויף דער פאן. סאציאלע דראמע,"ראוויטש, מלך"
1962,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,דאס מעשה בוך פון מיין לעבן.,"ראוויטש, מלך"
1922,,ווארשע,די וואג. סעפטעמבער 1922. נומער 2,"ראוויטש, מלך"
1954,יידישע פאלקסביבליאטעק,מאנטרעאל,די לידער פון מיינע לידער,"ראוויטש, מלך"
1953,ד. איגנאטאוו ליטעראטור פאנד,ניו יארק,די קרוינונג פון א יונגן יידישן דיכטער אין אמעריקע,"ראוויטש, מלך"
1947,א קאמיטעט,מאנטרעאל,מיין לעקסיקאן,"ראוויטש, מלך"
1958,א קאמיטעט,מאנטרעאל,מיין לעקסיקאן,"ראוויטש, מלך"
1945,א קאמיטעט,מאנטרעאל,מיין לעקסיקאן,"ראוויטש, מלך"
1969,מ. ר. בוך קאמיטעט,מאנטרעאל,עיקר שכחתי. לידער און פאעמעס,"ראוויטש, מלך"
1975,י. ל. פרץ,תל אביב,דאס מעשה-בוך פון מיין לעבן. יארן אין ווארשע.,"ראוויטש, מלך."
1922,מוריה,בערלין,יודישע וויצן.,"ראווניצקי, י. ח."
1948,"שקלארסקי, מ. ש.",ניו יארק,די יידישע אגדות,"ראווניצקי, י. ח. - ח. נ. ביאליק"
1948,"שקלארסקי, מ. ש.",ניו יארק,די יידישע אגדות,"ראווניצקי, י. ח. - ח. נ. ביאליק"
1949,מחבר - דוד איגנאטאף,ניו יארק,מיינע היימען,"ראזאף, ל"
1924,יידישער סאציאליסטישער פארבאנד,ניו יארק,די געשיכטע פון דער ענגלישער ארבעטער באוועגונג.,"ראזבורי, א"
1981,יידישע קולטורגעזעלשאפט,ירושלים,מיין וועג אהיים,"ראזין, אהרון"
1957,אום פאבלישינג קא,ניו יארק,"דער סאטמארער רבי נר""ו. און אפשאצונג","ראזמארין, אהרן"
1965,אום פאבלישינג קאמפאני,ניו יארק,משה רבינו'ס לעבן און שאפונג,"ראזמארין, אהרן"
1973,ניי לעבן,תל אביב,"אנדענק בוך, ישראל חדש","ראזנבוים, מיכלע"
1971,י. ל. פרץ,תל אביב,יידיש לעבן אין ראטנפארבאנד,"ראזנטאל, ניסן"
1971,י. ל. פרץ,ישראל,יידיש לעבן אין ראטנפארבאנד,"ראזנטאל, ניסן (א. בן-דוב)"
1950,צענטראל פארבאנד פאר פוילישע יידן אין ארגענטינע,בוענאס איירעס,טלאמאצקע 13.,"ראזען, בער י"
1956,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,פארטרעטן.,"ראזען, בער י."
1924,ח. זשיטלאווסקי פארלאג,ניו יארק,ערינערונגען פון א סאציאליסט-רעוואלוציאונער.,"ראזענבאום, מ. מ."
1921,ח. זשיטלאווסקי פארלאג,ניו יארק,ערינערונגען פון א סאציאליסט-רעוואלוציאונער.,"ראזענבאום, מ. מ."
1973,ניי לעבן,תל אביב,ישראל חדש. אנדענק בוך,"ראזענבוים, מיכלע (רעד)"
1920,קלאוקאפערייטערס יוניאן,ניו יארק,די קלאוקמאכער און זייערע יוניעס. ערינערונגען.,"ראזענבערג, אברהם"
1953,יידיש בוך,ווארשע,בריוו פון טויטן-הויז.,"ראזענבערג, עטל און יוליוס"
1950,שאולזאן,נ י,רבי מאיר און ברוריה. א היסטארישער ראמאן,"ראזענבערג, שלמה"
1947,ראמאנען ביבליאטעק,ניו יארק,רבי עקיבא.,"ראזענבערג, שלמה"
1965,המנורה,תל אביב,שבתי צבי,"ראזענבערג, שלמה"
1958,שאולזאן,מייעמי,שלום אש פון דער נאענט.,"ראזענבערג, שלמה"
1974,המנורה,תל אביב,אויף וועגן און אומוועגן,"ראזענטאל-שניידערמאן, אסתר"
1979,,תל אביב,אויף וועגן און אומוועגן,"ראזענטאל-שניידערמאן, אסתר"
1982,י. ל. פרץ,תל אביב,אויף וועגן און אומוועגן,"ראזענטאל-שניידערמאן, אסתר"
1983,לייוויק פארלאג,תל אביב,ביראבידזשאן פון דער נאענט,"ראזענטאל-שניידערמאן, אסתר"
1965,י. ל. פרץ,תל אביב,אויס פון גן-עדן,"ראזענפארב, חוה"
1958,DR. H. MORGENTALER,מאנטרעאל,דער פויגל פון געטא. טראגעדיע אין 3 אקטן.,"ראזענפארב, חוה"
1947,נאראד פרעס,לאנדאן,די באלאדע פון נעכטיקן וואלד און אנדערע לידער,"ראזענפארב, חנה"
1954,,ניו יארק,קאלעוואלא. פאלקס עפאס פון די פינען,"ראזענפעלד, הערש (איבערזעצער)"
1940,מ. מייזעל,ניו יארק,איינער אליין,"ראזענפעלד, יונה"
1924,י. ר. קאמיטעט,ניו יארק,געזאמלטע שריפטן,"ראזענפעלד, יונה"
1924,י. ר. קאמיטעט,ניו יארק,געזאמלטע שריפטן,"ראזענפעלד, יונה"
1924,י. ר. קאמיטעט,ניו יארק,געזאמלטע שריפטן,"ראזענפעלד, יונה"
1924,י. ר. קאמיטעט,ניו יארק,געזאמלטע שריפטן,"ראזענפעלד, יונה"
1925,י. ר. קאמיטעט,ניו יארק,געזאמלטע שריפטן,"ראזענפעלד, יונה"
1955,ל. מ. שטיין,ניו יארק,געקליבענע ווערק,"ראזענפעלד, יונה"
1914,,ניו יארק,דאס בוך פון ליבע,"ראזענפעלד, מאריס"
1910,אינטערנאציאנאלער ביבליאטעק,ניו יארק,שריפטן,"ראזענפעלד, מאריס"
1910,ליטעראטוור פארלעג,ניו יארק,שריפטן פון מאירס ראזענפעלד,"ראזענפעלד, מאריס"
1910,נאציאנאלע ביבליאטעק,ניו יארק,שריפטן פון מאירס ראזענפעלד,"ראזענפעלד, מאריס"
1908,ליטערארישער פארלאג,ניו יארק,שריפטן פון מאריס ראזענפעלד,"ראזענפעלד, מאריס"
1910,ליטערארישער פארלאג,ניו יארק,שריפטן פון מאריס ראזענפעלד,"ראזענפעלד, מאריס"
1974,ש. ראזענפעלד בוך קאמיטעט,ניו יארק,געקליבענע שריפטן.,"ראזענפעלד, ש"
1927,דער טאג,ניו יארק,יידישע געשיכטע אין מאנאגראפיעס.,"ראזענפעלד, ש"
1916,,ניו יארק,ברית מילה.,"ראזענצווייג, ל"
1941,,בוענאס איירעס,אין בוענאס איירעס. געזאמלטע שריפטן,"ראזשאנסקי, שמואל"
,ייווא אין ארגענטינע,בוענאס איירעס,ארגענטינער ייווא-שריפטן.,"ראזשאנסקי, שמואל"
1981,דוד טורניאנסקי פאנד,בוענאס איירעס,חסידישע ירושה אין דער יידישער ליטעראטור. אנטאלאגיע,"ראזשאנסקי, שמואל"
1973,ייווא,בוענאס איירעס,יידיש ליטעראטור - יידיש לעבן,"ראזשאנסקי, שמואל"
1973,ייווא,בוענאס איירעס,יידיש ליטעראטור - יידיש לעבן,"ראזשאנסקי, שמואל"
1975,ליטעראטור-געזעלשאפט ביים ייווא,בוענאס איירעס,יידישע ליטעראטור - יידיש לעבן,"ראזשאנסקי, שמואל"
1960,אלטער ראזענטאל פאנד פאר קינדערליטעראטור,בוענאס איירעס,פון ארגענטינע. לאנד און ישוב,"ראזשאנסקי, שמואל"
1971,ייווא,בוענאס איירעס,אויסגעווארצלטע און איינגעווארצלטע. אנטאלאגיע,"ראזשאנסקי, שמואל (רעד)"
1976,יוסף ליפשיץ פאנד - ייווא,בוענאס איירעס,אין פאגראם. אנטאלאגיע,"ראזשאנסקי, שמואל (רעד)"
1975,יוסף ליפשיץ פאנד - ייווא,בוענאס איירעס,ארגענטיניש. דער חלום פון פעלד,"ראזשאנסקי, שמואל (רעד)"
1973,יוסף ליפשיץ פאנד - ייווא,בוענאס איירעס,בראזיליאניש. אנטאלאגיע,"ראזשאנסקי, שמואל (רעד)"
1971,ייווא,בוענאס איירעס,דאס קינד אין דער יידישער פאעזיע און פראזע,"ראזשאנסקי, שמואל (רעד)"
1971,ייווא,בוענאס איירעס,דרום-אפריקאניש. אנאלאגיע,"ראזשאנסקי, שמואל (רעד)"
1982,דוד טורניאנסקי פאנד,בוענאס איירעס,קאצעטלערס אין דער יידישער געשיכטע. אנטאלאגיע,"ראזשאנסקי, שמואל (רעד)"
1967,י. ל. פרץ,תל אביב,פון אונדזער קוואל,"ראטבלאט, ח. מ."
1946,שלמה מענדעלסאן פאנד,מעקסיקע,פון ווארשע ביז שאנכיי.,"ראטענבערג, יוסף"
1951,דוד איגנאטאף פאנד,ניו יארק,שבת און וואך,"ראטענבערג, מרדכי"
1945,ארטאדאקסישע טריבונע,ניו יארק,"אגודת ישראל, ציוניזם און מזרחיזם.","ראטענבערג, שלמה רב"
1949,פריינט פון מינסק-מאזאוויעצק,פאריז,און אין דיין בלוט זאלסטו לעבן,"ראכמאן, לייב"
1978,קרן תא לסיפרות ולאומנות,ירושלים,דער מבול,"ראכמאן, לייב"
1968,המנורה,תל אביב,מיט בלינדע טריט איבער דער ערד,"ראכמאן, לייב"
,ש. גאלדפארב,ווארשע,בעטהאווען,"ראלאן, ראמען"
1927,קאאפעראטיווע ביכער פארלאג,ווארשע,זשאן קריסטאף.,"ראלאן, ראמען"
1927,קאאפעראטיווע ביכער פארלאג,ווארשע,זשאן קריסטאף.,"ראלאן, ראמען"
1927,קאאפעראטיווע ביכער פארלאג,ווארשע,זשאן קריסטאף.,"ראלאן, ראמען"
1927,קאאפעראטיווע ביכער פארלאג,ווארשע,זשאן קריסטאף.,"ראלאן, ראמען"
1927,קאאפעראטיווע ביכער פארלאג,ווארשע,זשאן קריסטאף.,"ראלאן, ראמען"
1927,קאאפעראטיווע ביכער פארלאג,ווארשע,זשאן קריסטאף.,"ראלאן, ראמען"
1927,קאאפעראטיווע ביכער פארלאג,ווארשע,זשאן קריסטאף.,"ראלאן, ראמען"
1926,קולטור ליגע,ווארשע,מאהאטמא גאנדי,"ראלאן, ראמען"
1922,מאקס יאנקאוויץ,ניו יארק,צוויי שוועסטער,"ראלאן, ראמען"
1927,טאמטר,ווילנע,קאליא ברעניאן,"ראלאן, ראמען"
1915,אינזעל,ניו יארק,לידער,"ראלניק, י"
1948,איקוף,ניו יארק,געקליבענע לידער,"ראלניק, יוסף"
1980,קרני פארלאג,ישראל,געקליבענע לידער,"ראלניק, יוסף"
1955,דוד איגנאטאף ליטעראטור פאנד,ניו יארק,זכרונות,"ראלניק, יוסף"
1961,יידבוך,בוענאס איירעס,יוסף ראלניק בוך. דער דיכטער און זיין ליד,"ראלניק, יוסף"
1926,,ניו יארק,לידער,"ראלניק, יוסף"
1965,יידיש בוך,ווארשע,איך מוז דערציילן,"ראלניק, מאשע"
1970,ישראל בוך,תל אביב,ארום די ווערבע. דערציילונגען,"ראם, מנוחה"
1970,ישראל בוך,תל אביב,ארום דער ווערבע. דערצייללונגען,"ראם, מנוחה"
1961,אלוועלטלעכער יידישער קולטור קאנגרעס,פאריז,ווייטער פון טראקט. דערציילונג,"ראם, מנוחה"
1964,יידבוך,בוענאס איירעס,ווינטן,"ראם, מנוחה"
1981,ישראל בוך,תל אביב,שטיינער,"ראם, מנוחה"
1927,בזשאוזא,ווארשע,דאס לעבן פון מיקעל-אנדזשעלא,"ראמאן, ראמען"
1931,ב. קלעצקין,ווילנע,דער וועג אויף צוריק,"ראמארק, עריך מאריא"
1959,ווילנער פארלאג,ניו יארק,אש פון ירושלים ד'ליטע,"ראן, לייזער"
1972,ווילנער אלבום קאמיטעט,ניו יארק,דער הימן פון יידישן ווידערשטאנד.,"ראן, לייזער"
1930,גראדואיר קלאס,ניו יארק,ניו יארק. זאמלבוך,"ראנטש, י. א."
1945,י. א. ראנטש בוך-קאמיטעט,ניו יארק,אמעריקע אין דער יידישער ליטעראטור,"ראנטש, יצחק אלהנן"
1939,"ווארשעווער-פראגער ברענטש, יוביליי קאמיטעט",ניו יארק,אייגענע מענטשן,"ראנטש, יצחק אלחנן"
1930,א. בידערמאנס פארלאג,ניו יארק,אינדיאנער זומער. געקליבענע לידער 1924-1929,"ראנטש, יצחק אלחנן"
1960,א קאמיטעט,ניו יארק,געקליבענע שריפטן. 1920-1960,"ראנטש, יצחק אלחנן"
1936,סיקנאל,ניו יארק,הונגעריקע הענט,"ראנטש, יצחק אלחנן"
1923,יונג שיקאגא,שיקאגא,ווינטן,"ראנטש, יצחק אלחנן"
1947,יידישע דיכטער קלוב,ניו יארק,לידער,"ראנטש, יצחק אלחנן"
1952,בוך קאמיטעט,ניו יארק,מאטעק און סאלטשע. ליכטיקע וועגן,"ראנטש, יצחק אלחנן"
1952,בוך קאמיטעט,ניו יארק,מאטעק אין אמעריקע,"ראנטש, יצחק אלחנן"
1970,,לאס אנדזשעלעס,עס ווערט שוין שפעט,"ראנטש, יצחק אלחנן"
1928,,ניו יארק,שאטנס פון ניו יארק,"ראנטש, יצחק אלחנן"
1949,,ניו יארק,מיר ווילן לעבן.,"ראסען, יעקב"
1989,י. ל. פרץ,ירושלים,ליטערארישע עסייען.,"ראסקין, אהרן"
1951,אונזער צייט,ניו יארק,זלאטקע,"ראסקין, מרים"
1919,מ. נ. מייזעל,ניו יארק,אידישע ליעדער,"ראסקין, פ. מ."
1928,HIAS,בערלין,בראזיליע - א צוקונפטסלאנד פאר אידישע אימיגראציע.,"ראפאלאוויטש, י."
1988,י. ל. פרץ,תל אביב,טעג פון יום-טוב און זכרון,"ראפאלין-ליינער, שרה"
1963,י. ל. פרץ,תל אביב,פון פרילינג צו פרילינג,"ראפאעל, א. י."
1935,אינט. ארבעטער ארדן,ניו יארק,מייסע-שאפ,"ראפאפאפרט, אהרן"
1965,י. ל. פרץ,תל אביב,דבורה די נביאה און ברק בן אבינועם.,"ראפאפארט, אהרן"
1983,י. ל. פרץ,תל אביב,אין די לאבירינטן פון גורל. דערציילונגען,"ראפאפארט, חיים"
1957,דורך א יובל קאמיטעט,מעלבורן,אויסגעריסענע בלעטער,"ראפאפארט, י"
1949,פריינט פון דער יידישער ליטעראטור,מעלבורן,העדן און קרבנות פון דער איבערגאנגס-צייט,"ראפאפארט, י"
1948,ביאליסטאקער צענטער,מעלבורן,טראפנס גלויבן. מיין אנטאלאגיע,"ראפאפארט, י"
1963,י. ל. פרץ,תל אביב,מהות פון דיכטונג. עסייען,"ראפאפארט, י"
1948,פרייט פון דער יידישער ליטעראטור,מעלבורן,ערשטער שניט נאכן שטורעם,"ראפאפארט, י"
1961,י. ר. בוך קאמיטעט,מעלבורן,פייערלעך אין נעפל,"ראפאפארט, י"
1962,י. ל. פרץ,תל אביב,א קרוג מיט וויין,"ראפפ, נחמן"
1976,אייגנס,ירושלים,אין וועג צום אלטן מאן,"ראפפ, נחמן"
1958,פירסומים,תל אביב,אין שיין פון ברענענדיקן דארן,"ראפפ, נחמן"
1984,י. ל. פרץ,תל אביב,אראנזשן אין שניי. דערציילונגען,"ראפפ, נחמן"
1978,אייביק,ירושלים,ביים פייערטויער,"ראפפ, נחמן"
1987,אינטגרה,ירושלים,דאס לעצטע ליד,"ראפפ, נחמן"
1972,המנורה,תל אביב,דער אנהייב. תנכישע דערציילונגען,"ראפפ, נחמן"
1970,אייביק,ירושלים,וואנדערשטאק אין בלי,"ראפפ, נחמן"
1979,אייביק,ירושלים,חלום מיין חלום. לידער,"ראפפ, נחמן"
1981,אייביק,ירושלים,פון קוואל. דראמאטישע פאעמעס,"ראפפ, נחמן"
1947,נידערשלעזיע,ווראצלאוו,פונקען אין אש. לידער,"ראפפ, נחמן"
1947,פארלאג נידערשלעזיע,ווראצלאוו,פונקען אין אש. לידער,"ראפפ, נחמן"
1956,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,זכרונות פון א יידישן האנטווערקער-טוער,"ראק, אלימלך"
1958,,תל אביב,א בינטל געדאנקען און זכרונות,"ראק, שלום"
1954,צענטראל פארבאנד פאר פוילישע יידן אין ארגענטינע,בוענאס איירעס,זכרונות פון א יידישער רעוואלוציאנערין.,"ראקאווסקי, פוא"
1954,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,בוענאס איירעס,זכרונות. פון א יידישער רעוואלוציאנער,"ראקאווסקי, פועה"
1986,וועלטראט פאר יידיש,תל אביב,יידיש און יידישקייט. א זאמלבוך,"ראקמאן, עמנואל (רעד)"
1986,וועלטראט פאר יידיש,תל אביב,יידיש און יידישקייט. א זאמלבוך,"ראקמאן, עמנואל ET AL (רעד)"
1986,וועלטראט פאר יידיש,תל אביב,יידיש און יידישקייט. זאמלבוך,"ראקמאן, עמנואל ET AL (רעד)"
1952,פרייע ארבעטערשטימע,לאנדאן,אין שטורעם,"ראקער, רודאלף"
1952,לאנדאנער גרופע פרייע ארבעטער שטימע,בוענאס איירעס,אין שטורעם.,"ראקער, רודאלף"
1965,יידישע ראציאנאליסטישע געזעלשאפט,בוענאס איירעס,די יוגנט פון א רעבעל,"ראקער, רודאלף"
1927,ר. ר. שריפטן קאמיטעט,ניו יארק,הינטער שטעכיגע דראהט און גראטעס,"ראקער, רודאלף"
1927,ר. ר. שריפטן קאמיטעט,ניו יארק,הינטער שטעכיגע דראהט און גראטעס,"ראקער, רודאלף"
1929,ר. ר. שריפטנקאמיטעט,ניו יארק,זעקס כאראקטערן אין דער וועלט-ליטעראטור,"ראקער, רודאלף"
1949,יידישער ראציאנאליסטישער געזעלשאפט,בוענאס איירעס,נאציאנאליזם און קולטור.,"ראקער, רודאלף"
1961,יידישע ראציאנאליסטישע געזעלשאפט,בוענאס איירעס,עסייען,"ראקער, רודאלף"
1910,ארבייטער פרייד,לאנדאן,פראנסיסקא פעררער און די פרייע ערציהונג פון דער יוגענד,"ראקער, רודאלף"
1964,יידישע ראציאנאליסטישע געזעלשאפט,בוענאס איירעס,רעוואלוציע און רעגרעסיע.,"ראקער, רודאלף"
1975,י. ל. פרץ,תל אביב,א ליכט ברענט,"רבינאוויטש, ישעיה"
1988,ישראל בוך,תל אביב,איידערטאג. לידער,"רובין, הדסה"
1981,ישראל בוך,תל אביב,אין צוגווינט,"רובין, הדסה"
1955,יידיש בוך,ווארשע,וויייטיק און פרייד,"רובין, הדסה"
1957,יידיש בוך,ווארשע,טריט אין דער נאכט,"רובין, הדסה"
1953,יידיש בוך,ווארשע,מיין גאס איז אין פענער,"רובין, הדסה"
1964,י. ל .פרץ,תל אביב,פון מענטש צו מענטש,"רובין, הדסה"
1995,י. ל. פרץ,תל אביב,רייס נישט אפ די בלום,"רובין, הדסה"
1928,קולטור ליגע,ווארשע,פעסטאלאצי. דער פעדאגאג און פילאסאף,"רובין, י. דר"
1952,יידשיער פען קלוב אין ני האט געהאלפן,תל אביב,פונדאנען אהין,"רובין, ישראל דר"
1975,ניי לעבן,תל אביב,א שמועס מיטן הארץ,"רובינליכט, לייב"
1973,פארלאג ניי לעבן,תל אביב,לידער,"רובינליכט, לייב"
1978,י. ל. פרץ,תל אביב,דערזעונגען,"רובינשטיין, יוסף"
1964,ציקא,ניו יארק,חורבן פוילן,"רובינשטיין, יוסף"
1970,ציקא,ניו יארק,יציאת אייראפע,"רובינשטיין, יוסף"
1984,י. ל. פרץ,תל אביב,לידער פון ביים סוף,"רובינשטיין, יוסף"
1960,ציקא,ניו יארק,מגילת רוסלאנד,"רובינשטיין, יוסף"
1949,דוד איגנאטאף ליטעראטור פאנד,ניו יארק,נאכט אויף נאלעווקעס,"רובינשטיין, יוסף"
1940,אונזער לעבן,מעקסיקע,"מעקסיקאנער טעמעס. דערציילונגען, סקיצען און רעפארטאזשן","רובינשטיין, משה"
